time,open,high,low,close,volume
2022-11-07 14:00:00,206.525,207.7,206.39,207.17,132586
2022-11-07 13:00:00,205.1675,206.72,204.2,206.49,168905
2022-11-07 12:00:00,203.665,205.39,202.97,205.2,164598
2022-11-07 11:00:00,201.215,204.12,200.94,203.69,178782
2022-11-07 10:00:00,205.78,206.59,200.95,200.96,262968
2022-11-07 09:00:00,205.0001,205.0001,205.0001,205.0001,100
2022-11-04 17:00:00,206.56,206.56,206.56,206.56,15867
2022-11-04 16:00:00,204.57,206.65,203.33,206.59,519081
2022-11-04 15:00:00,203.69,205.13,203.13,204.65,199329
2022-11-04 14:00:00,203.67,205.35,203.22,203.76,202389
2022-11-04 13:00:00,202.6,204.975,202.54,203.74,234873
2022-11-04 12:00:00,207.82,208.56,202.68,202.72,200642
2022-11-04 11:00:00,209.26,210.43,207.505,207.74,260917
2022-11-04 10:00:00,213.73,213.73,208.26,209.255,138095
2022-11-03 17:00:00,211.31,211.31,211.31,211.31,18246
2022-11-03 16:00:00,212.84,213.06,211.12,211.31,320555
2022-11-03 15:00:00,212.6508,213.08,212.12,212.85,85142
2022-11-03 14:00:00,213.39,213.39,212.06,212.63,106087
2022-11-03 13:00:00,210.27,213.99,210.0,213.465,195558
2022-11-03 12:00:00,211.94,212.11,209.85,210.33,120354
2022-11-03 11:00:00,209.85,212.74,209.73,211.995,238087
2022-11-03 10:00:00,210.17,212.37,209.0,209.69,62643
2022-11-03 09:00:00,209.8,209.8,209.8,209.8,200
2022-11-02 19:00:00,211.5,211.5,211.5,211.5,200
2022-11-02 17:00:00,211.41,211.41,211.41,211.41,21504
2022-11-02 16:00:00,213.68,215.55,211.38,211.38,343044
2022-11-02 15:00:00,216.84,219.07,213.28,213.915,224892
2022-11-02 14:00:00,216.66,217.21,215.94,216.81,84318
2022-11-02 13:00:00,217.21,217.385,216.17,216.87,111645
2022-11-02 12:00:00,218.77,218.93,217.19,217.23,78512
2022-11-02 11:00:00,218.31,219.58,218.115,218.69,79236
2022-11-02 10:00:00,217.83,218.93,217.07,218.3,55730
2022-11-01 17:00:00,220.53,220.53,220.53,220.53,14870
2022-11-01 16:00:00,219.1,220.695,218.971,220.53,325684
2022-11-01 15:00:00,218.735,219.23,218.455,219.17,76552
2022-11-01 14:00:00,219.03,219.25,218.43,218.715,73381
2022-11-01 13:00:00,218.8,219.425,218.05,219.0402,82193
2022-11-01 12:00:00,218.98,219.14,218.003,219.005,97421
2022-11-01 11:00:00,221.68,221.8,217.91,218.72,151067
2022-11-01 10:00:00,219.76,222.95,219.51,221.41,106449
2022-10-31 17:00:00,219.77,219.77,219.77,219.77,19894
2022-10-31 16:00:00,218.75,221.03,218.71,219.77,489311
2022-10-31 15:00:00,219.07,219.66,218.7038,218.8,118544
2022-10-31 14:00:00,218.05,219.24,217.8,219.07,113216
2022-10-31 13:00:00,220.02,220.23,217.84,218.02,101133
2022-10-31 12:00:00,217.45,220.53,217.44,220.09,139248
2022-10-31 11:00:00,219.2401,219.81,217.485,217.59,154312
2022-10-31 10:00:00,221.11,222.67,218.3,219.31,232586
2022-10-28 17:00:00,223.14,223.14,223.14,223.14,11658
2022-10-28 16:00:00,223.735,224.085,223.04,223.13,317355
2022-10-28 15:00:00,221.79,223.96,221.56,223.74,108848
2022-10-28 14:00:00,221.24,222.45,221.0201,221.75,79081
2022-10-28 13:00:00,220.65,221.66,220.195,221.28,58593
2022-10-28 12:00:00,220.3775,221.36,219.42,220.66,137098
2022-10-28 11:00:00,217.32,220.81,216.0533,220.22,127455
2022-10-28 10:00:00,217.0,218.84,215.69,216.9489,52969
2022-10-27 17:00:00,215.58,215.58,215.58,215.58,15693
2022-10-27 16:00:00,214.965,215.99,214.965,215.63,326396
2022-10-27 15:00:00,215.27,215.61,214.77,214.92,89521
2022-10-27 14:00:00,215.76,216.53,215.23,215.275,90973
2022-10-27 13:00:00,214.03,215.81,214.03,215.81,89495
2022-10-27 12:00:00,213.875,215.15,213.58,213.99,172721
2022-10-27 11:00:00,215.71,217.46,213.72,213.72,163426
2022-10-27 10:00:00,216.33,218.1375,215.41,215.71,145311
2022-10-26 17:00:00,215.96,215.96,215.96,215.96,8740
2022-10-26 16:00:00,215.8,216.83,215.34,215.96,216891
2022-10-26 15:00:00,216.68,217.16,215.5,215.775,116351
2022-10-26 14:00:00,217.86,218.03,216.345,216.81,96120
2022-10-26 13:00:00,219.605,220.405,217.5025,217.85,113304
2022-10-26 12:00:00,217.02,220.24,216.974,219.605,202607
2022-10-26 11:00:00,213.63,217.45,213.57,216.9,147658
2022-10-26 10:00:00,215.46,215.535,212.92,213.41,105207
2022-10-25 17:00:00,214.29,214.29,214.29,214.29,19417
2022-10-25 16:00:00,213.93,214.65,213.56,214.27,396994
2022-10-25 15:00:00,212.8425,214.11,212.8425,213.92,215093
2022-10-25 14:00:00,211.05,212.9,210.68,212.845,133356
2022-10-25 13:00:00,211.235,212.25,210.8,210.92,114685
2022-10-25 12:00:00,210.14,212.17,209.985,211.2675,143013
2022-10-25 11:00:00,209.75,211.2736,208.5,210.16,157500
2022-10-25 10:00:00,207.89,209.95,207.59,209.69,199591
2022-10-25 08:00:00,205.0,205.0,205.0,205.0,518
2022-10-24 17:00:00,207.83,207.83,207.83,207.83,32456
2022-10-24 16:00:00,207.78,208.265,207.4,207.82,408720
2022-10-24 15:00:00,206.35,207.9,206.305,207.81,193602
2022-10-24 14:00:00,207.86,208.4813,206.16,206.35,190133
2022-10-24 13:00:00,209.33,210.26,207.72,207.92,199134
2022-10-24 12:00:00,207.59,209.42,206.78,209.34,203666
2022-10-24 11:00:00,207.93,208.13,203.66,207.69,342225
2022-10-24 10:00:00,198.56,209.19,198.56,207.94,275062
2022-10-21 17:00:00,197.37,197.37,197.2,197.2,28475
2022-10-21 16:00:00,196.88,197.99,196.315,197.46,382440
2022-10-21 15:00:00,198.815,199.46,196.325,196.87,175453
2022-10-21 14:00:00,197.91,199.0,197.05,198.76,141715
2022-10-21 13:00:00,195.66,198.73,195.66,197.97,227912
2022-10-21 12:00:00,193.88,195.545,192.05,195.545,197444
2022-10-21 11:00:00,195.1,196.53,193.31,193.82,247855
2022-10-21 10:00:00,187.11,195.175,187.11,195.1,229985
2022-10-20 20:00:00,189.1,189.1,189.1,189.1,100
2022-10-20 17:00:00,189.53,189.53,189.53,189.53,18508
2022-10-20 16:00:00,190.52,191.0,189.055,189.555,662903
2022-10-20 15:00:00,191.89,191.89,190.0301,190.585,219217
2022-10-20 14:00:00,190.775,191.73,190.07,191.69,241212
2022-10-20 13:00:00,192.9,192.97,190.32,190.78,200532
2022-10-20 12:00:00,193.22,194.94,192.4,192.8,272319
2022-10-20 11:00:00,191.06,198.18,191.06,193.37,415475
2022-10-20 10:00:00,198.99,199.0,187.29,191.2,296601
2022-10-20 09:00:00,199.75,199.75,197.0,197.0,1854
2022-10-20 08:00:00,197.0,197.0,195.35,195.35,822
2022-10-19 20:00:00,197.0,197.0,197.0,197.0,341
2022-10-19 17:00:00,196.32,196.32,196.32,196.32,29420
2022-10-19 16:00:00,197.19,197.76,195.74,196.32,377388
2022-10-19 15:00:00,196.435,198.2,196.35,197.2382,177326
2022-10-19 14:00:00,196.88,196.88,195.17,196.33,148154
2022-10-19 13:00:00,199.515,199.75,196.17,197.025,120015
2022-10-19 12:00:00,199.16,200.09,198.62,199.51,167285
2022-10-19 11:00:00,200.16,200.65,199.03,199.25,136546
2022-10-19 10:00:00,203.46,204.27,199.83,200.44,115334
2022-10-18 17:00:00,202.84,202.84,202.84,202.84,14421
2022-10-18 16:00:00,202.11,202.88,201.26,202.85,510426
2022-10-18 15:00:00,203.125,203.64,201.9,202.215,105345
2022-10-18 14:00:00,203.07,203.2525,202.315,202.985,131079
2022-10-18 13:00:00,201.78,203.62,201.3022,203.12,145101
2022-10-18 12:00:00,203.66,204.5,201.77,201.83,138858
2022-10-18 11:00:00,203.84,205.06,203.01,203.75,237355
2022-10-18 10:00:00,204.26,206.23,203.3,203.71,99051
2022-10-18 09:00:00,204.0,204.28,204.0,204.28,2532
2022-10-18 08:00:00,204.0,204.0,204.0,204.0,201
2022-10-17 17:00:00,201.71,201.71,201.71,201.71,13712
2022-10-17 16:00:00,201.89,202.538,201.48,201.77,271803
2022-10-17 15:00:00,202.845,202.93,201.56,201.94,92507
2022-10-17 14:00:00,202.32,202.92,201.785,202.92,103263
2022-10-17 13:00:00,201.88,202.57,201.7958,202.315,116538
2022-10-17 12:00:00,200.57,202.57,200.35,201.8,116582
2022-10-17 11:00:00,200.835,202.57,200.25,200.595,178081
2022-10-17 10:00:00,200.68,203.545,199.76,200.895,175377
2022-10-14 17:00:00,198.68,198.68,198.68,198.68,14051
2022-10-14 16:00:00,199.36,200.56,198.28,198.79,300112
2022-10-14 15:00:00,201.16,201.16,198.845,199.185,105828
2022-10-14 14:00:00,200.95,201.25,200.14,201.25,87899
2022-10-14 13:00:00,201.67,202.36,200.42,201.095,81216
2022-10-14 12:00:00,202.36,203.0,201.355,201.51,127674
2022-10-14 11:00:00,203.84,204.0,200.13,202.3696,120582
2022-10-14 10:00:00,205.0,205.0,202.02,203.85,115353
2022-10-13 19:00:00,202.59,202.59,202.59,202.59,1034
2022-10-13 17:00:00,202.9,203.25,202.9,203.25,12109
2022-10-13 16:00:00,203.48,203.68,201.96,202.98,374093
2022-10-13 15:00:00,201.82,203.66,201.51,203.56,152981
2022-10-13 14:00:00,200.35,202.16,200.13,201.875,184869
2022-10-13 13:00:00,202.56,203.015,199.96,200.28,183101
2022-10-13 12:00:00,197.705,204.6,197.425,202.455,208150
2022-10-13 11:00:00,196.93,198.49,195.59,197.68,235875
2022-10-13 10:00:00,199.95,200.0605,194.92,196.638,228659
2022-10-13 09:00:00,202.0,202.0,202.0,202.0,2512
2022-10-12 17:00:00,203.61,203.61,203.61,203.61,16453
2022-10-12 16:00:00,202.98,204.27,202.845,203.6,446999
2022-10-12 15:00:00,203.34,204.66,202.715,203.04,257247
2022-10-12 14:00:00,202.89,203.66,202.78,203.33,201709
2022-10-12 13:00:00,203.03,203.72,202.68,202.93,162372
2022-10-12 12:00:00,201.6,203.89,201.6,203.005,214377
2022-10-12 11:00:00,201.69,202.72,201.29,201.67,190009
2022-10-12 10:00:00,201.01,201.825,199.495,201.825,59570
2022-10-11 19:00:00,198.72,198.72,197.86,197.86,978
2022-10-11 17:00:00,200.76,200.76,200.76,200.76,16932
2022-10-11 16:00:00,199.67,200.88,199.06,200.77,343468
2022-10-11 15:00:00,200.83,201.35,199.61,199.72,104007
2022-10-11 14:00:00,201.955,202.04,200.6175,200.83,99206
2022-10-11 13:00:00,201.46,202.5,200.42,201.93,132761
2022-10-11 12:00:00,199.07,201.84,199.07,201.48,125382
2022-10-11 11:00:00,196.66,199.33,196.11,198.98,122625
2022-10-11 10:00:00,195.64,198.54,195.63,196.59,109516
2022-10-10 17:00:00,195.63,195.63,195.63,195.63,7070
2022-10-10 16:00:00,195.57,196.69,195.0,195.54,143569
2022-10-10 15:00:00,194.84,196.3,194.43,195.53,75136
2022-10-10 14:00:00,192.29,195.12,191.92,194.85,74481
2022-10-10 13:00:00,194.26,194.81,192.14,192.29,76185
2022-10-10 12:00:00,193.65,194.82,193.47,194.55,75285
2022-10-10 11:00:00,193.44,196.51,193.44,193.67,115081
2022-10-10 10:00:00,193.0,195.2,193.0,193.535,67629
2022-10-10 08:00:00,193.0,193.0,193.0,193.0,223
2022-10-07 17:00:00,194.62,194.62,194.0,194.62,12675
2022-10-07 16:00:00,195.02,195.37,193.85,194.62,258501
2022-10-07 15:00:00,195.76,196.13,194.915,195.01,118823
2022-10-07 14:00:00,195.15,196.21,194.9512,195.88,94339
2022-10-07 13:00:00,196.16,196.49,195.06,195.235,91077
2022-10-07 12:00:00,196.42,196.81,195.75,196.155,109469
2022-10-07 11:00:00,196.9557,197.24,195.86,196.395,122284
2022-10-07 10:00:00,198.71,198.94,196.19,196.68,74998
2022-10-06 17:00:00,200.08,200.08,200.08,200.08,20889
2022-10-06 16:00:00,199.61,200.4,199.1968,200.1,337985
2022-10-06 15:00:00,201.26,201.26,199.25,199.53,129932
2022-10-06 14:00:00,201.91,202.03,200.93,201.22,99878
2022-10-06 13:00:00,201.86,202.38,201.025,201.8783,83766
2022-10-06 12:00:00,202.52,202.736,201.8,201.85,108173
2022-10-06 11:00:00,203.025,203.025,200.32,202.57,150785
2022-10-06 10:00:00,202.14,203.51,201.42,203.0,62378
2022-10-06 09:00:00,201.0,201.0,201.0,201.0,1009
2022-10-05 17:00:00,201.59,201.59,201.59,201.59,13651
2022-10-05 16:00:00,202.47,203.4,201.12,201.58,471753
2022-10-05 15:00:00,201.31,202.6,201.11,202.41,105726
2022-10-05 14:00:00,200.35,201.74,200.35,201.28,82945
2022-10-05 13:00:00,198.835,200.58,198.355,200.285,125763
2022-10-05 12:00:00,197.11,198.86,196.89,198.825,91479
2022-10-05 11:00:00,196.575,198.09,195.71,197.16,168403
2022-10-05 10:00:00,195.92,197.41,195.72,196.58,49609
2022-10-04 17:00:00,197.89,197.89,197.84,197.84,29967
2022-10-04 16:00:00,197.45,197.96,196.485,197.89,435309
2022-10-04 15:00:00,197.31,197.71,196.83,197.5,92031
2022-10-04 14:00:00,196.93,197.47,196.27,197.33,112826
2022-10-04 13:00:00,197.25,197.9,196.71,196.95,88018
2022-10-04 12:00:00,198.17,198.47,196.3801,197.02,168999
2022-10-04 11:00:00,197.39,198.945,197.31,198.08,198284
2022-10-04 10:00:00,196.08,197.83,195.76,197.33,101170
2022-10-04 09:00:00,195.0,195.0,195.0,195.0,608
2022-10-04 08:00:00,195.56,196.26,195.0,195.0,730
2022-10-03 17:00:00,194.12,194.12,194.12,194.12,21710
2022-10-03 16:00:00,195.405,195.74,193.64,194.12,382682
2022-10-03 15:00:00,194.3,195.92,194.2625,195.46,187987
2022-10-03 14:00:00,193.18,194.37,192.59,194.37,99518
2022-10-03 13:00:00,191.46,193.45,191.28,193.14,163045
2022-10-03 12:00:00,190.63,191.955,190.55,191.37,114436
2022-10-03 11:00:00,187.29,191.01,187.29,190.5,157689
2022-10-03 10:00:00,187.0,189.28,186.35,187.05,88440
2022-09-30 17:00:00,185.88,185.88,185.8183,185.88,30388
2022-09-30 16:00:00,185.93,187.38,185.615,185.9,264420
2022-09-30 15:00:00,186.32,186.66,185.39,185.97,124860
2022-09-30 14:00:00,187.14,187.62,186.23,186.41,123337
2022-09-30 13:00:00,186.095,187.275,185.45,187.0,61592
2022-09-30 12:00:00,186.58,187.605,186.12,186.22,96632
2022-09-30 11:00:00,186.91,187.45,184.61,186.52,192363
2022-09-30 10:00:00,186.03,187.17,181.4,186.95,156533
2022-09-29 17:00:00,187.49,187.49,187.49,187.49,16072
2022-09-29 16:00:00,186.635,188.2,186.635,187.48,288920
2022-09-29 15:00:00,186.89,187.445,186.44,186.585,102738
2022-09-29 14:00:00,189.02,189.05,186.77,186.88,122255
2022-09-29 13:00:00,189.25,189.97,188.93,189.1,163343
2022-09-29 12:00:00,190.13,191.02,189.1,189.33,103115
2022-09-29 11:00:00,189.8,190.77,189.515,190.155,90632
2022-09-29 10:00:00,191.49,192.03,189.86,189.86,64797
2022-09-28 17:00:00,192.26,192.26,192.26,192.26,14690
2022-09-28 16:00:00,191.27,192.77,191.21,192.225,258819
2022-09-28 15:00:00,190.8372,191.29,190.52,191.29,117931
2022-09-28 14:00:00,191.58,192.51,190.71,190.82,111204
2022-09-28 13:00:00,191.01,191.54,190.38,191.49,183226
2022-09-28 12:00:00,190.995,191.83,189.865,190.98,251578
2022-09-28 11:00:00,188.89,192.3,188.48,191.1,184767
2022-09-28 10:00:00,189.72,190.3,187.81,188.94,60576
2022-09-27 17:00:00,188.57,188.57,188.57,188.57,7151
2022-09-27 16:00:00,188.31,189.3,187.89,188.58,426874
2022-09-27 15:00:00,187.45,188.735,187.21,188.46,344942
2022-09-27 14:00:00,187.88,188.09,186.535,187.55,174420
2022-09-27 13:00:00,187.67,188.12,186.55,187.95,122703
2022-09-27 12:00:00,189.29,189.45,187.48,187.73,134951
2022-09-27 11:00:00,188.21,189.58,186.58,189.155,169713
2022-09-27 10:00:00,188.21,190.84,187.49,188.07,85491
2022-09-27 09:00:00,188.19,188.19,188.19,188.19,105
2022-09-26 18:00:00,186.09,186.09,186.09,186.09,227
2022-09-26 17:00:00,186.09,186.09,186.09,186.09,25528
2022-09-26 16:00:00,185.94,186.995,185.65,186.02,279039
2022-09-26 15:00:00,185.6,186.42,185.19,185.83,116868
2022-09-26 14:00:00,186.35,186.35,185.09,185.62,88563
2022-09-26 13:00:00,187.11,187.3757,185.3,186.35,71943
2022-09-26 12:00:00,186.98,187.43,185.38,187.1,125955
2022-09-26 11:00:00,187.31,188.61,186.65,186.99,92820
2022-09-26 10:00:00,185.61,187.675,184.915,187.14,65273
2022-09-26 09:00:00,183.0,183.0,183.0,183.0,201
2022-09-23 18:00:00,185.59,185.59,185.59,185.59,435
2022-09-23 17:00:00,185.59,185.59,185.59,185.59,6127
2022-09-23 16:00:00,183.35,186.005,183.35,185.7,217113
2022-09-23 15:00:00,183.44,184.06,183.0575,183.39,100467
2022-09-23 14:00:00,185.26,185.48,183.41,183.5635,151172
2022-09-23 13:00:00,186.81,186.83,185.07,185.19,170776
2022-09-23 12:00:00,187.12,187.735,186.62,186.87,104229
2022-09-23 11:00:00,186.575,188.25,186.49,187.09,164910
2022-09-23 10:00:00,186.76,187.57,185.98,186.41,68627
2022-09-22 17:00:00,188.41,188.41,188.3,188.3,28233
2022-09-22 16:00:00,188.49,189.41,187.95,188.4,445604
2022-09-22 15:00:00,189.01,189.135,187.9269,188.48,114929
2022-09-22 14:00:00,189.07,189.215,187.79,188.93,87542
2022-09-22 13:00:00,188.425,189.22,188.055,189.09,121676
2022-09-22 12:00:00,186.605,189.21,186.32,188.4997,191168
2022-09-22 11:00:00,186.84,187.68,186.35,186.49,170777
2022-09-22 10:00:00,189.28,189.28,186.335,186.93,134528
2022-09-22 08:00:00,189.98,189.98,189.98,189.98,101
2022-09-21 18:00:00,189.96,189.96,189.96,189.96,249
2022-09-21 17:00:00,189.96,189.96,189.96,189.96,8165
2022-09-21 16:00:00,193.37,193.7,189.86,189.87,460378
2022-09-21 15:00:00,193.93,194.1,190.27,193.105,137661
2022-09-21 14:00:00,193.44,194.12,192.71,194.06,66610
2022-09-21 13:00:00,193.68,194.02,193.19,193.59,72940
2022-09-21 12:00:00,193.635,194.04,193.11,193.68,71632
2022-09-21 11:00:00,193.26,194.055,193.2,193.63,124769
2022-09-21 10:00:00,192.51,194.28,192.3641,193.39,43876
2022-09-20 17:00:00,190.4,190.4,190.4,190.4,5942
2022-09-20 16:00:00,190.0,191.32,189.825,190.35,385889
2022-09-20 15:00:00,188.755,190.055,187.86,190.01,147469
2022-09-20 14:00:00,190.33,190.33,188.62,188.68,96264
2022-09-20 13:00:00,191.025,191.51,190.36,190.4,133254
2022-09-20 12:00:00,190.42,191.23,189.69,191.0,167296
2022-09-20 11:00:00,191.35,191.57,190.0,190.42,212542
2022-09-20 10:00:00,191.06,191.58,189.99,191.35,40330
2022-09-19 18:00:00,192.98,192.98,192.98,192.98,347
2022-09-19 17:00:00,192.98,193.45,192.98,193.05,7631
2022-09-19 16:00:00,190.78,193.15,190.73,192.98,399395
2022-09-19 15:00:00,190.91,190.98,190.03,190.79,112820
2022-09-19 14:00:00,191.085,191.35,190.65,190.8,97724
2022-09-19 13:00:00,190.005,191.34,189.44,191.09,107101
2022-09-19 12:00:00,191.39,191.979,189.83,189.95,135430
2022-09-19 11:00:00,192.69,192.73,190.93,191.22,105677
2022-09-19 10:00:00,188.86,193.22,188.58,192.49,70576
2022-09-16 20:00:00,190.42,190.42,190.42,190.42,400
2022-09-16 17:00:00,190.02,190.02,190.02,190.02,111936
2022-09-16 16:00:00,191.0,191.86,189.41,189.98,441981
2022-09-16 15:00:00,189.39,191.12,189.39,191.0,88549
2022-09-16 14:00:00,189.85,190.0538,189.17,189.385,60696
2022-09-16 13:00:00,189.47,189.965,188.41,189.89,103122
2022-09-16 12:00:00,190.25,190.51,188.895,189.535,100527
2022-09-16 11:00:00,188.91,191.13,188.91,190.25,130134
2022-09-16 10:00:00,185.49,188.67,185.28,188.61,176270
2022-09-16 09:00:00,184.6638,184.6638,184.6638,184.6638,150
2022-09-15 18:00:00,187.96,187.96,187.96,187.96,2088
2022-09-15 17:00:00,187.96,188.25,187.12,187.12,13848
2022-09-15 16:00:00,186.85,188.16,186.04,187.98,323916
2022-09-15 15:00:00,187.5,188.19,186.79,186.85,97559
2022-09-15 14:00:00,188.235,189.27,187.54,187.54,64734
2022-09-15 13:00:00,188.6,188.9199,187.94,188.09,86779
2022-09-15 12:00:00,188.31,189.265,188.07,188.445,103580
2022-09-15 11:00:00,190.125,190.8,188.13,188.33,113202
2022-09-15 10:00:00,189.01,190.305,188.21,190.17,105313
2022-09-15 08:00:00,189.5,189.5,189.5,189.5,191
2022-09-14 17:00:00,189.01,189.01,189.01,189.01,9353
2022-09-14 16:00:00,188.86,189.12,187.585,189.06,358042
2022-09-14 15:00:00,188.525,189.9,188.43,188.93,171281
2022-09-14 14:00:00,190.23,190.4,188.205,188.5,155536
2022-09-14 13:00:00,190.09,190.53,188.89,190.17,164719
2022-09-14 12:00:00,191.91,192.495,189.63,190.09,129501
2022-09-14 11:00:00,190.56,192.115,189.165,191.965,166204
2022-09-14 10:00:00,194.48,195.68,189.91,190.48,143946
2022-09-13 17:00:00,193.61,193.61,193.61,193.61,7496
2022-09-13 16:00:00,194.84,194.98,193.23,193.61,418295
